DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
[State]	Standing
2019-10-14.11:34:55	77.1383	2153.68	-1.48793	13.315
2019-10-14.11:34:56	77.2743	2156.14	2.24687	12.4654
2019-10-14.11:34:57	77.5505	2157.48	5.48617	12.4764
2019-10-14.11:34:58	77.9589	2157.91	9.90829	13.2948
2019-10-14.11:34:59	78.2622	2158.48	3.72565	12.9739
2019-10-14.11:35:00	78.4439	2160.21	-2.85841	13.3941
2019-10-14.11:35:01	78.002	2162.93	-8.59699	14.9796
2019-10-14.11:35:02	77.3473	2166.06	-4.63743	14.389
2019-10-14.11:35:03	77.1854	2169.02	0.187178	12.7926
2019-10-14.11:35:04	77.3869	2171.04	3.50086	12.4302
2019-10-14.11:35:05	77.7278	2171.94	7.05484	12.7121
2019-10-14.11:35:06	78.128	2172.24	8.47069	13.4801
2019-10-14.11:35:07	78.3862	2173.26	0.877151	12.7868
2019-10-14.11:35:08	78.3543	2175.41	-5.23451	14.158
2019-10-14.11:35:09	77.7472	2178.36	-7.49979	15.1036
2019-10-14.11:35:10	77.2102	2181.52	-2.43547	13.6314
2019-10-14.11:35:11	77.275	2184.16	1.61188	12.5095
2019-10-14.11:35:12	77.5229	2185.72	4.80395	12.4319
2019-10-14.11:35:13	77.9164	2186.26	8.91404	13.1005
2019-10-14.11:35:14	78.2537	2186.67	5.21921	13.168
2019-10-14.11:35:15	78.4873	2188.17	-1.69516	13.0802
2019-10-14.11:35:16	78.1617	2190.72	-7.68028	14.765
2019-10-14.11:35:17	77.4976	2193.8	-5.75256	14.7009
2019-10-14.11:35:18	77.1996	2196.86	-0.581281	13.0018
2019-10-14.11:35:19	77.3805	2199.08	2.9049	12.4234
2019-10-14.11:35:20	77.6897	2200.18	6.27743	12.5569
2019-10-14.11:35:21	78.1016	2200.51	9.75433	13.4335
2019-10-14.11:35:22	78.3735	2201.28	2.18842	12.8051
2019-10-14.11:35:23	78.4609	2203.22	-4.11005	13.7768
2019-10-14.11:35:24	77.9206	2206.07	-7.94571	15.1001
2019-10-14.11:35:25	77.3104	2209.21	-3.44355	13.9726
2019-10-14.11:35:26	77.2799	2212.01	0.961924	12.5977
2019-10-14.11:35:27	77.5044	2213.78	4.17816	12.4158
2019-10-14.11:35:28	77.8759	2214.47	8.00168	12.8977
2019-10-14.11:35:29	78.246	2214.78	6.75177	13.3494
2019-10-14.11:35:30	78.5003	2216.04	-0.513889	12.8681
2019-10-14.11:35:31	78.3096	2218.4	-6.51266	14.4984
2019-10-14.11:35:32	77.6593	2221.42	-6.81628	14.9328
2019-10-14.11:35:33	77.2367	2224.53	-1.40911	13.2561
2019-10-14.11:35:34	77.3784	2226.95	2.31079	12.4324
2019-10-14.11:35:35	77.6568	2228.25	5.56526	12.4564
2019-10-14.11:35:36	78.065	2228.65	9.99277	13.2852
2019-10-14.11:35:37	78.3637	2229.22	3.54886	12.9246
2019-10-14.11:35:38	78.5377	2230.94	-3.00415	13.4034
2019-10-14.11:35:39	78.085	2233.66	-8.58628	14.9718
[State]	Cruise
2019-10-14.11:35:40	77.434	2236.77	-4.50423	14.3132
2019-10-14.11:35:41	77.2889	2239.7	0.281099	12.738
2019-10-14.11:35:42	77.4933	2241.66	3.58858	12.4022
2019-10-14.11:35:43	77.8372	2242.52	7.17624	12.7084
2019-10-14.11:35:44	78.2332	2242.8	8.2462	13.4468
2019-10-14.11:35:45	78.4899	2243.82	0.67925	12.7624
2019-10-14.11:35:46	78.439	2245.98	-5.41291	14.18
2019-10-14.11:35:47	77.8248	2248.93	-7.45181	15.0604
2019-10-14.11:35:48	77.3026	2252.06	-2.28893	13.5473
2019-10-14.11:35:49	77.3806	2254.65	1.71872	12.4681
2019-10-14.11:35:50	77.6324	2256.15	4.92182	12.4085
2019-10-14.11:35:51	78.0276	2256.65	9.0867	13.1057
2019-10-14.11:35:52	78.3578	2257.06	4.94887	13.1033
2019-10-14.11:35:53	78.5849	2258.58	-1.90827	13.0961
2019-10-14.11:35:54	78.2381	2261.13	-7.89906	14.7756
2019-10-14.11:35:55	77.5747	2264.2	-5.56065	14.6169
2019-10-14.11:35:56	77.3024	2267.21	-0.438316	12.927
2019-10-14.11:35:57	77.4881	2269.38	3.02151	12.3931
2019-10-14.11:35:58	77.8022	2270.42	6.42916	12.5542
2019-10-14.11:35:59	78.212	2270.71	9.54276	13.4238
2019-10-14.11:36:00	78.4792	2271.51	1.91471	12.7612
2019-10-14.11:36:01	78.5457	2273.47	-4.34185	13.8225
2019-10-14.11:36:02	77.9909	2276.31	-7.81204	15.0802
2019-10-14.11:36:03	77.3941	2279.43	-3.23385	13.8674
2019-10-14.11:36:04	77.386	2282.18	1.10512	12.5422
2019-10-14.11:36:05	77.6149	2283.88	4.31901	12.3903
2019-10-14.11:36:06	77.9904	2284.51	8.20466	12.913
2019-10-14.11:36:07	78.3524	2284.82	6.39915	13.2838
2019-10-14.11:36:08	78.6042	2286.11	-0.79042	12.8746
2019-10-14.11:36:09	78.3823	2288.49	-6.77856	14.5327
2019-10-14.11:36:10	77.7277	2291.5	-6.59705	14.856
2019-10-14.11:36:11	77.3329	2294.57	-1.21402	13.159
2019-10-14.11:36:12	77.4866	2296.93	2.45555	12.3966
2019-10-14.11:36:13	77.7712	2298.15	5.73852	12.4469
2019-10-14.11:36:14	78.1803	2298.51	10.1052	13.297
2019-10-14.11:36:15	78.4706	2299.1	3.19745	12.8557
2019-10-14.11:36:16	78.6264	2300.86	-3.2876	13.4603
2019-10-14.11:36:17	78.1508	2303.58	-8.5101	14.9818
2019-10-14.11:36:18	77.508	2306.67	-4.23527	14.1943
2019-10-14.11:36:19	77.3949	2309.55	0.463056	12.6628
2019-10-14.11:36:20	77.6043	2311.44	3.74935	12.3758
2019-10-14.11:36:21	77.9546	2312.23	7.39927	12.7273
2019-10-14.11:36:22	78.3434	2312.48	7.83634	13.4014
2019-10-14.11:36:23	78.599	2313.55	0.33696	12.7489
2019-10-14.11:36:24	78.5113	2315.74	-5.72204	14.2416
2019-10-14.11:36:25	77.8855	2318.68	-7.34198	15.0023
2019-10-14.11:36:26	77.39	2321.78	-2.036	13.4266
2019-10-14.11:36:27	77.4894	2324.31	1.8949	12.4216
2019-10-14.11:36:28	77.7478	2325.72	5.11366	12.3895
2019-10-14.11:36:29	78.1463	2326.17	9.37164	13.1313
2019-10-14.11:36:30	78.4658	2326.6	4.51027	13.0147
2019-10-14.11:36:31	78.6801	2328.15	-2.25206	13.1484
2019-10-14.11:36:32	78.2996	2330.73	-8.2456	14.8085
2019-10-14.11:36:33	77.6385	2333.78	-5.24265	14.4943
2019-10-14.11:36:34	77.5384	2336.72	-0.175303	11.0868
2019-10-14.11:36:35	80.4575	2335.33	0.258454	0.558726
2019-10-14.11:36:36	86.9398	2324.15	-9.89886	-1.80456
2019-10-14.11:36:37	93.8728	2309.54	-18.674	0.573366
2019-10-14.11:36:38	99.9551	2295.4	-26.2462	3.48891
2019-10-14.11:36:39	105.074	2282.81	-29.1502	2.62113
2019-10-14.11:36:40	110.301	2270.96	-29.1877	-0.520276
2019-10-14.11:36:41	115.228	2259.57	-29.1963	-1.61318
2019-10-14.11:36:42	119.826	2249.02	-29.1731	-0.510747
2019-10-14.11:36:43	124.159	2239.11	-29.1541	1.12503
2019-10-14.11:36:44	127.934	2230.34	-29.1637	1.39957
2019-10-14.11:36:45	131.469	2222.67	-29.1791	0.83831
2019-10-14.11:36:46	134.818	2216.04	-29.182	0.823487
2019-10-14.11:36:47	137.804	2210.51	-29.1756	1.49092
2019-10-14.11:36:48	140.377	2205.99	-29.1753	1.94323
2019-10-14.11:36:49	142.699	2202.22	-29.182	1.87719
2019-10-14.11:36:50	144.884	2199.03	-29.1861	1.7855
2019-10-14.11:36:51	146.898	2196.37	-29.1858	1.95555
2019-10-14.11:36:52	148.703	2194.19	-29.1864	2.13328
2019-10-14.11:36:53	150.353	2192.4	-29.1899	2.13144
2019-10-14.11:36:54	151.902	2190.92	-29.1928	2.09266
2019-10-14.11:36:55	153.347	2189.71	-29.1942	2.13668
2019-10-14.11:36:56	154.673	2188.77	-26.1374	2.18998
2019-10-14.11:36:57	155.965	2188.38	-20.4808	1.82574
2019-10-14.11:36:58	157.167	2188.39	-16.5849	1.82763
2019-10-14.11:36:59	158.309	2188.64	-14.0054	1.96413
2019-10-14.11:37:00	159.352	2189.04	-11.4146	1.90112
2019-10-14.11:37:01	160.398	2189.5	-8.983	1.79315
2019-10-14.11:37:02	161.393	2190.01	-7.45412	1.76958
2019-10-14.11:37:03	162.348	2190.56	-6.3923	1.75901
2019-10-14.11:37:04	163.257	2191.1	-5.16115	1.69155
2019-10-14.11:37:05	164.159	2191.63	-4.08802	1.63713
2019-10-14.11:37:06	165.027	2192.16	-3.49529	1.60282
2019-10-14.11:37:07	165.857	2192.67	-2.99498	1.5675
2019-10-14.11:37:08	166.665	2193.16	-2.37788	1.5211
2019-10-14.11:37:09	167.45	2193.63	-1.93237	1.48591
2019-10-14.11:37:10	168.212	2194.08	-1.70141	1.45582
2019-10-14.11:37:11	168.94	2194.52	-1.42935	1.42194
2019-10-14.11:37:12	169.653	2194.93	-1.13059	1.38891
2019-10-14.11:37:13	170.339	2195.32	-0.965825	1.35888
2019-10-14.11:37:14	171.003	2195.7	-0.858694	1.33093
2019-10-14.11:37:15	171.643	2196.06	-0.702427	1.30197
2019-10-14.11:37:16	172.263	2196.4	-0.575019	1.27577
2019-10-14.11:37:17	172.863	2196.73	-0.517751	1.25071
2019-10-14.11:37:18	173.439	2197.04	-0.452386	1.22633
2019-10-14.11:37:19	173.997	2197.34	-0.370612	1.20289
2019-10-14.11:37:20	174.536	2197.62	-0.325854	1.18089
2019-10-14.11:37:21	175.055	2197.89	-0.299814	1.1601
2019-10-14.11:37:22	175.555	2198.15	-0.257812	1.13988
2019-10-14.11:37:23	176.04	2198.4	-0.223243	1.12087
2019-10-14.11:37:24	176.506	2198.63	-0.208884	1.10286
2019-10-14.11:37:25	176.954	2198.86	-0.191032	1.08545
2019-10-14.11:37:26	177.387	2199.07	-0.168689	1.06881
2019-10-14.11:37:27	177.804	2199.27	-0.157497	1.05318
2019-10-14.11:37:28	178.203	2199.47	-0.150391	1.03822
2019-10-14.11:37:29	178.586	2199.65	-0.138478	1.02388
2019-10-14.11:37:30	178.955	2199.83	-0.129745	1.01027
[State]	Descent
2019-10-14.11:37:31	179.308	2200	-0.126201	0.997311
2019-10-14.11:37:32	179.647	2200.16	-0.120835	0.984898
2019-10-14.11:37:33	179.973	2200.32	-0.114959	0.973065
