DateTime	ASI:airspeed	Altimeter:altitude	RC:roll	HI:heading
[State]	Standing
2019-10-14.15:55:49	78.0935	2002.67	-5.43312	14.2991
2019-10-14.15:55:50	77.4763	2005.69	-7.42498	15.1613
2019-10-14.15:55:51	76.9549	2008.9	-2.25393	13.6487
2019-10-14.15:55:52	77.0331	2011.57	1.71088	12.5724
2019-10-14.15:55:53	77.2868	2013.13	4.88788	12.501
2019-10-14.15:55:54	77.6863	2013.71	9.03834	13.1944
2019-10-14.15:55:55	78.0221	2014.18	5.03592	13.2089
2019-10-14.15:55:56	78.2512	2015.76	-1.82698	13.1879
2019-10-14.15:55:57	77.9079	2018.39	-7.81754	14.8637
2019-10-14.15:55:58	77.2421	2021.54	-5.61266	14.7416
2019-10-14.15:55:59	76.9582	2024.64	-0.490432	13.0512
2019-10-14.15:56:00	77.141	2026.9	2.9512	12.4929
2019-10-14.15:56:01	77.4557	2028.02	6.32546	12.6329
2019-10-14.15:56:02	77.8701	2028.39	9.68992	13.5069
2019-10-14.15:56:03	78.1423	2029.24	2.11386	12.8708
2019-10-14.15:56:04	78.2215	2031.24	-4.16624	13.8755
2019-10-14.15:56:05	77.6744	2034.16	-7.89824	15.1752
2019-10-14.15:56:06	77.0655	2037.36	-3.37149	14.0293
2019-10-14.15:56:07	77.0387	2040.21	0.990106	12.6665
2019-10-14.15:56:08	77.2645	2042.02	4.18426	12.4819
2019-10-14.15:56:09	77.6398	2042.75	8.00716	12.9691
2019-10-14.15:56:10	78.0119	2043.12	6.75312	13.415
2019-10-14.15:56:11	78.2666	2044.43	-0.501575	12.942
2019-10-14.15:56:12	78.0734	2046.85	-6.49943	14.5703
2019-10-14.15:56:13	77.4212	2049.93	-6.81663	15.0082
2019-10-14.15:56:14	76.9956	2053.1	-1.41251	13.3355
2019-10-14.15:56:15	77.1352	2055.58	2.28632	12.5049
2019-10-14.15:56:16	77.4146	2056.93	5.52263	12.518
2019-10-14.15:56:17	77.8252	2057.38	9.95085	13.3438
2019-10-14.15:56:18	78.1279	2057.99	3.64801	13.004
2019-10-14.15:56:19	78.3052	2059.76	-2.9164	13.4566
2019-10-14.15:56:20	77.8565	2062.53	-8.58807	15.0308
2019-10-14.15:56:21	77.2019	2065.69	-4.57103	14.4141
2019-10-14.15:56:22	77.0454	2068.68	0.220045	12.8276
2019-10-14.15:56:23	77.2477	2070.72	3.51604	12.4694
2019-10-14.15:56:24	77.5916	2071.65	7.07213	12.7561
2019-10-14.15:56:25	77.9926	2071.97	8.44114	13.5179
2019-10-14.15:56:26	78.2513	2073.02	0.858067	12.8296
2019-10-14.15:56:27	78.2155	2075.21	-5.24947	14.2077
2019-10-14.15:56:28	77.6061	2078.21	-7.48303	15.1443
2019-10-14.15:56:29	77.0693	2081.4	-2.41228	13.6705
2019-10-14.15:56:30	77.1342	2084.07	1.61667	12.5517
2019-10-14.15:56:31	77.383	2085.65	4.79891	12.4695
2019-10-14.15:56:32	77.7782	2086.23	8.90542	13.1394
2019-10-14.15:56:33	78.117	2086.67	5.23895	13.2094
2019-10-14.15:56:34	78.3508	2088.19	-1.67498	13.1206
2019-10-14.15:56:35	78.0253	2090.78	-7.66038	14.8035
2019-10-14.15:56:36	77.3601	2093.89	-5.76343	14.7488
2019-10-14.15:56:37	77.0587	2096.98	-0.596214	13.0508
2019-10-14.15:56:38	77.2384	2099.24	2.88096	12.4642
2019-10-14.15:56:39	77.5482	2100.37	6.24143	12.5904
2019-10-14.15:56:40	77.9618	2100.73	9.80361	13.4677
2019-10-14.15:56:41	78.2357	2101.53	2.26564	12.8505
2019-10-14.15:56:42	78.3273	2103.49	-4.04126	13.801
2019-10-14.15:56:43	77.7898	2106.37	-7.99183	15.1381
2019-10-14.15:56:44	77.1751	2109.54	-3.49542	14.0379
2019-10-14.15:56:45	77.1372	2112.39	0.917506	12.6489
2019-10-14.15:56:46	77.3604	2114.19	4.12541	12.4538
2019-10-14.15:56:47	77.7318	2114.93	7.92474	12.9217
2019-10-14.15:56:48	78.1058	2115.26	6.89054	13.4014
2019-10-14.15:56:49	78.3611	2116.54	-0.399427	12.8979
2019-10-14.15:56:50	78.1818	2118.91	-6.40288	14.5144
2019-10-14.15:56:51	77.5327	2121.96	-6.89802	14.9933
2019-10-14.15:56:52	77.0983	2125.11	-1.48813	13.3282
2019-10-14.15:56:53	77.2339	2127.58	2.24324	12.4775
2019-10-14.15:56:54	77.5103	2128.93	5.47962	12.4868
2019-10-14.15:56:55	77.919	2129.37	9.90015	13.3046
2019-10-14.15:56:56	78.2229	2129.94	3.73566	12.9866
2019-10-14.15:56:57	78.405	2131.68	-2.85004	13.4038
2019-10-14.15:56:58	77.9635	2134.41	-8.59131	14.9903
2019-10-14.15:56:59	77.3083	2137.55	-4.64269	14.4036
2019-10-14.15:57:00	77.145	2140.52	0.181039	12.8069
2019-10-14.15:57:01	77.3463	2142.55	3.49297	12.4414
2019-10-14.15:57:02	77.6874	2143.47	7.04292	12.721
2019-10-14.15:57:03	78.0883	2143.77	8.49616	13.4917
2019-10-14.15:57:04	78.3468	2144.79	0.901071	12.7984
2019-10-14.15:57:05	78.3167	2146.95	-5.21267	14.1642
2019-10-14.15:57:06	77.7102	2149.91	-7.50126	15.1171
2019-10-14.15:57:07	77.1712	2153.08	-2.45011	13.6504
2019-10-14.15:57:08	77.2341	2155.74	1.59938	12.5233
2019-10-14.15:57:09	77.4817	2157.3	4.78815	12.4425
2019-10-14.15:57:10	77.8752	2157.86	8.89013	13.1073
2019-10-14.15:57:11	78.2139	2158.28	5.2686	13.1854
2019-10-14.15:57:12	78.4484	2159.78	-1.65374	13.0852
2019-10-14.15:57:13	78.126	2162.33	-7.63787	14.7693
2019-10-14.15:57:14	77.4617	2165.42	-5.79502	14.7245
2019-10-14.15:57:15	77.1588	2168.49	-0.609821	13.0227
2019-10-14.15:57:16	77.3385	2170.73	2.87819	12.4355
2019-10-14.15:57:17	77.6467	2171.84	6.24214	12.5627
2019-10-14.15:57:18	78.0593	2172.18	9.79563	13.4397
2019-10-14.15:57:19	78.3326	2172.95	2.25083	12.8205
2019-10-14.15:57:20	78.4243	2174.89	-4.05649	13.7724
2019-10-14.15:57:21	77.8872	2177.75	-7.9835	15.1091
2019-10-14.15:57:22	77.2741	2180.9	-3.48969	14.0021
2019-10-14.15:57:23	77.2383	2183.72	0.928905	12.6161
2019-10-14.15:57:24	77.4617	2185.5	4.14427	12.4265
2019-10-14.15:57:25	77.8324	2186.2	7.95291	12.8987
2019-10-14.15:57:26	78.2045	2186.52	6.83203	13.3685
2019-10-14.15:57:27	78.4594	2187.78	-0.450703	12.8723
2019-10-14.15:57:28	78.276	2190.14	-6.45258	14.4952
2019-10-14.15:57:29	77.6267	2193.17	-6.86005	14.9544
2019-10-14.15:57:30	77.1978	2196.29	-1.45374	13.2842
2019-10-14.15:57:31	77.3364	2198.73	2.27707	12.446
2019-10-14.15:57:32	77.6136	2200.04	5.52454	12.4634
2019-10-14.15:57:33	78.0217	2200.46	9.95106	13.2867
2019-10-14.15:57:34	78.3227	2201.02	3.64124	12.947
2019-10-14.15:57:35	78.5008	2202.75	-2.92876	13.3943
2019-10-14.15:57:36	78.0539	2205.46	-8.59231	14.9724
2019-10-14.15:57:37	77.401	2208.58	-4.57563	14.3487
2019-10-14.15:57:38	77.2472	2211.53	0.230729	12.7626
2019-10-14.15:57:39	77.4502	2213.52	3.54274	12.4131
2019-10-14.15:57:40	77.7924	2214.39	7.11351	12.7068
2019-10-14.15:57:41	78.1905	2214.68	8.3662	13.4613
2019-10-14.15:57:42	78.4479	2215.7	0.784416	12.7713
2019-10-14.15:57:43	78.407	2217.85	-5.31783	14.1647
2019-10-14.15:57:44	77.7966	2220.8	-7.47813	15.0799
2019-10-14.15:57:45	77.2666	2223.94	-2.36529	13.5874
2019-10-14.15:57:46	77.3378	2226.56	1.66397	12.4859
2019-10-14.15:57:47	77.5874	2228.08	4.86184	12.4176
2019-10-14.15:57:48	77.9816	2228.6	8.99873	13.1
2019-10-14.15:57:49	78.3153	2229.01	5.08354	13.133
2019-10-14.15:57:50	78.5458	2230.51	-1.80268	13.0845
2019-10-14.15:57:51	78.2098	2233.06	-7.79023	14.7676
2019-10-14.15:57:52	77.546	2236.13	-5.65698	14.6562
2019-10-14.15:57:53	77.2609	2239.17	-0.50985	12.961
2019-10-14.15:57:54	77.4444	2241.36	2.96378	12.4052
2019-10-14.15:57:55	77.7559	2242.43	6.35427	12.5527
2019-10-14.15:57:56	78.1668	2242.73	9.64648	13.4265
2019-10-14.15:57:57	78.436	2243.52	2.04286	12.7793
2019-10-14.15:57:58	78.5129	2245.47	-4.23396	13.7981
2019-10-14.15:57:59	77.965	2248.31	-7.86545	15.088
2019-10-14.15:58:00	77.3617	2251.44	-3.33145	13.9142
2019-10-14.15:58:01	77.3433	2254.21	1.03993	12.5659
2019-10-14.15:58:02	77.5702	2255.94	4.25572	12.4003
2019-10-14.15:58:03	77.9438	2256.6	8.11256	12.9045
2019-10-14.15:58:04	78.3093	2256.91	6.55343	13.3124
2019-10-14.15:58:05	78.5623	2258.19	-0.671534	12.8695
[State]	Cruise
2019-10-14.15:58:06	78.3545	2260.55	-6.66421	14.5167
2019-10-14.15:58:07	77.7016	2263.57	-6.68897	14.8881
2019-10-14.15:58:08	77.2946	2266.66	-1.29864	13.2
2019-10-14.15:58:09	77.4433	2269.04	2.39399	12.4107
2019-10-14.15:58:10	77.7253	2270.29	5.66492	12.4497
2019-10-14.15:58:11	78.134	2270.67	10.0731	13.2914
2019-10-14.15:58:12	78.4278	2271.25	3.35186	12.8844
2019-10-14.15:58:13	78.5917	2272.99	-3.1626	13.4338
2019-10-14.15:58:14	78.126	2275.71	-8.55627	14.9767
2019-10-14.15:58:15	77.4794	2278.81	-4.35419	14.2458
2019-10-14.15:58:16	77.3523	2281.71	0.382905	12.6941
2019-10-14.15:58:17	77.5595	2283.63	3.67822	12.3861
2019-10-14.15:58:18	77.9069	2284.45	7.30053	12.7176
2019-10-14.15:58:19	78.2991	2284.71	8.02561	13.4218
2019-10-14.15:58:20	78.5551	2285.76	0.494857	12.7526
2019-10-14.15:58:21	78.484	2287.93	-5.57803	14.2125
2019-10-14.15:58:22	77.8634	2290.88	-7.40077	15.0291
2019-10-14.15:58:23	77.3553	2293.99	-2.15227	13.48
2019-10-14.15:58:24	77.4452	2296.54	1.81272	12.4407
2019-10-14.15:58:25	77.7004	2297.99	5.02333	12.3963
2019-10-14.15:58:26	78.0973	2298.47	9.23853	13.1178
2019-10-14.15:58:27	78.4218	2298.88	4.71257	13.0536
2019-10-14.15:58:28	78.6424	2300.42	-2.09265	13.1215
2019-10-14.15:58:29	78.2772	2302.99	-8.08942	14.7919
2019-10-14.15:58:30	77.6149	2306.04	-5.39238	14.5503
2019-10-14.15:58:31	77.3652	2309.03	-0.313503	12.8713
2019-10-14.15:58:32	77.5543	2311.15	3.12163	12.3756
2019-10-14.15:58:33	77.8728	2312.14	6.55968	12.5605
2019-10-14.15:58:34	78.2805	2312.42	9.33602	13.4187
2019-10-14.15:58:35	78.5445	2313.24	1.68188	12.7344
2019-10-14.15:58:36	78.5921	2315.22	-4.54051	13.8695
2019-10-14.15:58:37	78.0254	2318.07	-7.71952	15.0661
2019-10-14.15:58:38	77.4409	2321.18	-3.05629	13.7858
2019-10-14.15:58:39	77.451	2323.88	1.22462	12.5048
2019-10-14.15:58:40	77.6838	2325.53	4.43683	12.3755
2019-10-14.15:58:41	78.0628	2326.12	8.37543	12.9326
2019-10-14.15:58:42	78.4179	2326.43	6.09707	13.2319
2019-10-14.15:58:43	78.6666	2327.75	-1.02737	12.8918
2019-10-14.15:58:44	78.4189	2330.15	-7.01011	14.5673
2019-10-14.15:58:45	77.7612	2333.16	-6.38559	14.7922
2019-10-14.15:58:46	77.3911	2336.21	-1.04503	13.086
2019-10-14.15:58:47	77.5539	2338.51	2.58298	12.3749
2019-10-14.15:58:48	77.8441	2339.68	5.89219	12.4485
2019-10-14.15:58:49	78.2537	2340	10.1018	13.3131
2019-10-14.15:58:50	78.5374	2340.62	2.90667	12.8084
2019-10-14.15:58:51	78.6761	2342.41	-3.52342	13.5184
2019-10-14.15:58:52	78.1819	2345.15	-8.38843	14.993
2019-10-14.15:58:53	77.5474	2348.23	-4.01281	14.1018
2019-10-14.15:58:54	77.4597	2351.06	0.61024	12.6105
2019-10-14.15:58:55	77.6733	2352.89	3.87973	12.3605
2019-10-14.15:58:56	78.0469	2353.62	7.57896	12.5668
2019-10-14.15:58:57	78.5216	2353.71	7.51248	13.1009
2019-10-14.15:58:58	78.8847	2354.58	0.0534033	12.4654
2019-10-14.15:58:59	78.8668	2356.56	-6.00225	13.9767
2019-10-14.15:59:00	78.3552	2359.27	-7.21936	14.4511
2019-10-14.15:59:01	78.0596	2362.02	-1.80097	12.6684
2019-10-14.15:59:02	78.3814	2364.07	2.20164	11.6913
2019-10-14.15:59:03	78.8269	2365.02	5.57109	11.7348
2019-10-14.15:59:04	79.4442	2365.03	9.97068	12.0238
2019-10-14.15:59:05	80.0501	2364.95	3.36805	11.6904
2019-10-14.15:59:06	80.4995	2366.06	-3.29926	12.2351
2019-10-14.15:59:07	80.2675	2368.3	-8.18622	13.6662
2019-10-14.15:59:08	79.8727	2371.01	-4.2107	12.6599
2019-10-14.15:59:09	80.0352	2373.44	0.812435	11.1171
2019-10-14.15:59:10	80.4687	2374.93	4.47381	10.9933
2019-10-14.15:59:11	80.981	2375.45	8.50841	11.2214
2019-10-14.15:59:12	81.6281	2375.39	5.35297	11.0389
2019-10-14.15:59:13	82.2698	2376.1	-1.96429	10.725
2019-10-14.15:59:14	82.3643	2377.85	-7.88178	12.5943
2019-10-14.15:59:15	81.9808	2380.5	-5.42452	12.1608
2019-10-14.15:59:16	82.0497	2383.1	0.175796	10.4045
2019-10-14.15:59:17	82.564	2384.74	4.28192	10.0172
2019-10-14.15:59:18	83.1362	2385.31	8.36852	10.2771
2019-10-14.15:59:19	83.7958	2385.25	5.45076	10.2621
2019-10-14.15:59:20	84.4178	2386.04	-1.7225	9.9951
2019-10-14.15:59:21	84.5284	2387.92	-7.55111	11.6695
2019-10-14.15:59:22	84.2091	2390.61	-5.43583	11.2037
2019-10-14.15:59:23	84.3159	2393.25	0.330922	9.59784
2019-10-14.15:59:24	84.8245	2395.07	4.70874	9.34151
2019-10-14.15:59:25	85.354	2395.9	9.06488	9.68874
2019-10-14.15:59:26	85.9634	2396.23	4.30834	9.07492
2019-10-14.15:59:27	86.7035	2397.13	-2.93488	8.93064
2019-10-14.15:59:28	86.9221	2398.82	-7.36152	10.6803
2019-10-14.15:59:29	86.7047	2401.46	-4.25761	9.92429
2019-10-14.15:59:30	87.1436	2403.91	1.53018	8.24909
2019-10-14.15:59:31	87.993	2405.06	6.0884	8.03221
2019-10-14.15:59:32	88.8811	2405.03	7.73801	8.62993
2019-10-14.15:59:33	89.4646	2405.57	1.4297	8.43768
2019-10-14.15:59:34	89.8409	2407.62	-5.43002	9.12945
2019-10-14.15:59:35	89.8797	2410.26	-6.64895	9.43586
2019-10-14.15:59:36	90.0467	2412.84	-1.54934	8.16505
2019-10-14.15:59:37	90.8169	2414.83	3.89676	7.29682
2019-10-14.15:59:38	91.66	2415.66	8.5252	7.62645
2019-10-14.15:59:39	92.4587	2415.98	4.33999	7.17827
2019-10-14.15:59:40	93.3589	2416.91	-2.91467	7.0962
2019-10-14.15:59:41	93.7704	2418.67	-6.58852	8.52756
2019-10-14.15:59:42	93.8842	2421.32	-3.5259	7.48945
2019-10-14.15:59:43	94.7102	2423.3	2.60108	5.99594
2019-10-14.15:59:44	95.9222	2423.41	7.36994	6.08987
