DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.12:34:17	87.2231	2244.19	0.0388743	11.6086
2019-10-14.12:34:18	87.2311	2249.08	0.0387537	11.6056
2019-10-14.12:34:19	87.2397	2253.96	0.0386337	11.6029
2019-10-14.12:34:20	87.2485	2258.85	0.0385141	11.6006
2019-10-14.12:34:21	87.2572	2263.73	0.0383949	11.5989
2019-10-14.12:34:22	87.2657	2268.61	0.0382758	11.5977
2019-10-14.12:34:23	87.2736	2273.49	0.0381568	11.5969
2019-10-14.12:34:24	87.2808	2278.36	0.0380379	11.5963
2019-10-14.12:34:25	87.2874	2283.24	0.037919	11.5956
2019-10-14.12:34:26	87.2936	2288.12	0.0378003	11.5947
2019-10-14.12:34:27	87.2995	2293	0.0376819	11.5933
2019-10-14.12:34:28	87.3054	2297.88	0.0375639	11.5915
2019-10-14.12:34:29	87.3116	2302.75	0.0374466	11.5892
2019-10-14.12:34:30	87.3182	2307.62	0.0373299	11.5865
2019-10-14.12:34:31	87.3255	2312.49	0.0372139	11.5836
2019-10-14.12:34:32	87.3333	2317.35	0.0370986	11.5807
2019-10-14.12:34:33	87.3416	2322.21	0.036984	11.578
2019-10-14.12:34:34	87.3502	2327.07	0.0368697	11.5758
2019-10-14.12:34:35	87.3588	2331.93	0.0367559	11.5739
2019-10-14.12:34:36	87.3672	2336.78	0.0366422	11.5726
2019-10-14.12:34:37	87.3751	2341.64	0.0365287	11.5716
2019-10-14.12:34:38	87.3825	2346.49	0.0364152	11.5708
2019-10-14.12:34:39	87.3893	2351.34	0.0363018	11.5701
2019-10-14.12:34:40	87.3956	2356.2	0.0361885	11.5691
2019-10-14.12:34:41	87.4017	2361.05	0.0360755	11.5679
2019-10-14.12:34:42	87.4077	2365.9	0.0359629	11.5661
2019-10-14.12:34:43	87.4138	2370.75	0.0358508	11.564
2019-10-14.12:34:44	87.4204	2375.59	0.0357394	11.5615
2019-10-14.12:34:45	87.4275	2380.44	0.0356285	11.5588
2019-10-14.12:34:46	87.4351	2385.28	0.0355184	11.556
2019-10-14.12:34:47	87.4432	2390.11	0.0354088	11.5533
2019-10-14.12:34:48	87.4516	2394.95	0.0352997	11.551
2019-10-14.12:34:49	87.46	2399.78	0.0351909	11.5491
2019-10-14.12:34:50	87.4683	2404.61	0.0350824	11.5476
2019-10-14.12:34:51	87.4762	2409.44	0.034974	11.5465
2019-10-14.12:34:52	87.4837	2414.27	0.0348657	11.5456
2019-10-14.12:34:53	87.4907	2419.1	0.0347575	11.5447
2019-10-14.12:34:54	87.4972	2423.92	0.0346495	11.5438
2019-10-14.12:34:55	87.5034	2428.75	0.0345417	11.5425
2019-10-14.12:34:56	87.5095	2433.58	0.0344342	11.5409
2019-10-14.12:34:57	87.5157	2438.4	0.0343271	11.5389
2019-10-14.12:34:58	87.5222	2443.22	0.0342207	11.5366
2019-10-14.12:34:59	87.5291	2448.04	0.0341148	11.534
2019-10-14.12:35:00	87.5366	2452.85	0.0340095	11.5313
2019-10-14.12:35:01	87.5444	2457.67	0.0339048	11.5288
2019-10-14.12:35:02	87.5526	2462.48	0.0338005	11.5264
2019-10-14.12:35:03	87.5609	2467.28	0.0336967	11.5244
2019-10-14.12:35:04	87.5691	2472.09	0.033593	11.5228
2019-10-14.12:35:05	87.577	2476.89	0.0334896	11.5216
2019-10-14.12:35:06	87.5845	2481.7	0.0333863	11.5205
2019-10-14.12:35:07	87.5916	2486.5	0.033283	11.5196
2019-10-14.12:35:08	87.5983	2491.3	0.0331799	11.5186
2019-10-14.12:35:09	87.6046	2496.11	0.033077	11.5174
2019-10-14.12:35:10	87.6108	2500.91	0.0329744	11.5159
2019-10-14.12:35:11	87.6171	2505.71	0.0328722	11.514
2019-10-14.12:35:12	87.6235	2510.5	0.0327705	11.5118
2019-10-14.12:35:13	87.6304	2515.3	0.0326693	11.5094
2019-10-14.12:35:14	87.6376	2520.09	0.0325687	11.5068
2019-10-14.12:35:15	87.6453	2524.88	0.0324687	11.5043
2019-10-14.12:35:16	87.6532	2529.66	0.0323691	11.502
2019-10-14.12:35:17	87.6614	2534.44	0.0322698	11.4999
2019-10-14.12:35:18	87.6695	2539.22	0.0321709	11.4982
2019-10-14.12:35:19	87.6774	2544	0.0320721	11.4968
2019-10-14.12:35:20	87.685	2548.78	0.0319735	11.4957
2019-10-14.12:35:21	87.6922	2553.56	0.031875	11.4946
2019-10-14.12:35:22	87.6989	2558.34	0.0317766	11.4936
2019-10-14.12:35:23	87.7054	2563.12	0.0316784	11.4924
2019-10-14.12:35:24	87.7117	2567.89	0.0315805	11.491
2019-10-14.12:35:25	87.718	2572.67	0.0314829	11.4892
2019-10-14.12:35:26	87.7288	2577.44	0.0315324	11.4144
2019-10-14.12:35:27	87.8384	2582.06	0.0324204	10.9828
2019-10-14.12:35:28	88.1087	2586.27	0.0329593	10.7017
2019-10-14.12:35:29	88.5034	2590.16	0.0333063	10.3833
