DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-14.09:40:13	92.8939	2274.34	-0.448637	11.6862
2019-10-14.09:40:14	93.1946	2280.08	-1.90044	11.8893
2019-10-14.09:40:15	93.3106	2286.19	-1.23906	12.1057
2019-10-14.09:40:16	93.361	2292.69	0.859857	12.1978
2019-10-14.09:40:17	93.2345	2299.44	2.31405	12.4871
2019-10-14.09:40:18	92.9708	2306.4	1.69412	12.677
2019-10-14.09:40:19	92.718	2313.58	-0.404286	12.7343
2019-10-14.09:40:20	92.4924	2320.88	-1.9458	12.8523
2019-10-14.09:40:21	92.2108	2328.19	-1.42706	12.8447
2019-10-14.09:40:22	92.0548	2335.35	0.64535	12.5698
2019-10-14.09:40:23	91.9619	2342.1	2.27358	12.4261
2019-10-14.09:40:24	91.9433	2348.41	1.88926	12.2257
2019-10-14.09:40:25	92.0998	2354.4	-0.15999	11.948
2019-10-14.09:40:26	92.4067	2360.17	-1.91652	11.854
2019-10-14.09:40:27	92.6664	2365.87	-1.66158	11.8432
2019-10-14.09:40:28	92.9699	2371.61	0.365851	11.6956
2019-10-14.09:40:29	93.2231	2377.36	2.1964	11.5931
2019-10-14.09:40:30	93.5272	2382.85	2.02068	11.1913
2019-10-14.09:40:31	94.0442	2387.93	-0.0252369	10.734
2019-10-14.09:40:32	94.8077	2392.62	-1.95127	10.3722
2019-10-14.09:40:33	95.6146	2396.99	-1.83752	10.0498
2019-10-14.09:40:34	96.6197	2401.06	0.185757	9.50685
2019-10-14.09:40:35	97.7045	2404.76	2.06497	9.31763
2019-10-14.09:40:36	98.7496	2408.33	1.87833	9.04758
2019-10-14.09:40:37	99.9299	2411.82	-0.182541	8.62146
2019-10-14.09:40:38	101.252	2415.18	-1.93969	8.35391
2019-10-14.09:40:39	102.55	2418.45	-1.52278	8.01149
2019-10-14.09:40:40	104.016	2421.57	0.539096	7.5712
2019-10-14.09:40:41	105.453	2424.53	1.92102	7.44122
2019-10-14.09:40:42	106.849	2427.49	1.10034	7.17167
2019-10-14.09:40:43	108.393	2430.33	-0.90546	6.87956
2019-10-14.09:40:44	109.926	2433.02	-1.70611	6.73257
2019-10-14.09:40:45	111.493	2435.58	-0.433884	6.38676
2019-10-14.09:40:46	113.133	2437.92	1.24104	6.22649
2019-10-14.09:40:47	114.662	2440.28	1.24264	6.04428
2019-10-14.09:40:48	116.26	2442.65	-0.311451	5.7865
2019-10-14.09:40:49	117.875	2444.97	-1.32097	5.62355
2019-10-14.09:40:50	119.458	2447.27	-0.538971	5.34747
2019-10-14.09:40:51	121.105	2449.44	0.821226	5.17119
2019-10-14.09:40:52	122.648	2451.59	0.885227	5.01103
2019-10-14.09:40:53	124.242	2453.72	-0.294809	4.7997
2019-10-14.09:40:54	125.831	2455.78	-0.945328	4.65065
2019-10-14.09:40:55	127.409	2457.78	-0.226497	4.42426
2019-10-14.09:40:56	128.995	2459.67	0.653601	4.29584
2019-10-14.09:40:57	130.51	2461.55	0.400354	4.13302
2019-10-14.09:40:58	132.077	2463.36	-0.455668	3.96986
2019-10-14.09:40:59	133.604	2465.11	-0.550184	3.82742
2019-10-14.09:41:00	135.155	2466.78	0.135035	3.66833
2019-10-14.09:41:01	136.644	2468.39	0.422768	3.55329
2019-10-14.09:41:02	138.124	2469.96	-0.0705356	3.41793
2019-10-14.09:41:03	139.602	2471.47	-0.434626	3.30011
2019-10-14.09:41:04	141.05	2472.91	-0.115177	3.16211
2019-10-14.09:41:05	142.468	2474.28	0.242708	3.06297
2019-10-14.09:41:06	143.84	2475.61	0.0439469	2.95333
2019-10-14.09:41:07	145.216	2476.89	-0.276637	2.8494
2019-10-14.09:41:08	146.554	2478.11	-0.160101	2.74242
2019-10-14.09:41:09	147.872	2479.26	0.104076	2.65649
2019-10-14.09:41:10	149.142	2480.38	0.0306871	2.56717
2019-10-14.09:41:11	150.407	2481.45	-0.18375	2.47965
2019-10-14.09:41:12	151.639	2482.47	-0.135776	2.39442
2019-10-14.09:41:13	152.845	2483.44	0.0292993	2.32197
2019-10-14.09:41:14	154.006	2484.37	-0.0112039	2.24913
2019-10-14.09:41:15	155.15	2485.26	-0.139535	2.17792
2019-10-14.09:41:16	156.26	2486.11	-0.104389	2.10885
2019-10-14.09:41:17	157.338	2486.92	-0.010976	2.04825
2019-10-14.09:41:18	158.379	2487.7	-0.0476515	1.98866
2019-10-14.09:41:19	159.399	2488.44	-0.116509	1.93121
2019-10-14.09:41:20	160.388	2489.14	-0.0825051	1.875
2019-10-14.09:41:21	161.345	2489.82	-0.0374318	1.82407
2019-10-14.09:41:22	161.324	2493.96	0.101	6.20397
2019-10-14.09:41:23	159.07	2508.95	0.189088	10.1311
2019-10-14.09:41:24	154.892	2533.92	0.0380979	13.8341
2019-10-14.09:41:25	149.103	2567.02	-0.0292668	17.1149
2019-10-14.09:41:26	142.043	2605.84	0.0739533	19.8204
2019-10-14.09:41:27	134.106	2647.72	0.114835	21.8012
2019-10-14.09:41:28	125.756	2690.01	0.0081418	22.8897
2019-10-14.09:41:29	117.534	2730.24	-0.10081	22.9458
2019-10-14.09:41:30	110.002	2766.31	-0.103233	21.8595
2019-10-14.09:41:31	103.739	2796.57	-0.0502098	19.5851
2019-10-14.09:41:32	99.3273	2819.85	-0.0516872	16.1721
2019-10-14.09:41:33	97.255	2835.41	-0.148681	11.8386
2019-10-14.09:41:34	97.7903	2842.91	-0.275015	7.01051
2019-10-14.09:41:35	100.886	2842.38	-0.308853	2.26176
2019-10-14.09:41:36	106.197	2834.28	-0.183978	-1.85681
2019-10-14.09:41:37	113.152	2819.49	0.0151429	-4.94366
2019-10-14.09:41:38	121.04	2799.4	0.109123	-6.79303
2019-10-14.09:41:39	129.169	2775.95	0.0397643	-7.40984
2019-10-14.09:41:40	136.923	2751.45	-0.032404	-6.91917
2019-10-14.09:41:41	143.763	2728.4	0.0305602	-5.49556
2019-10-14.09:41:42	149.257	2709.26	0.116531	-3.32709
[State]	StraightAndLevel
2019-10-14.09:41:43	153.132	2696.19	0.0847873	-0.604095
2019-10-14.09:41:44	155.237	2690.82	0.0231685	2.47382
2019-10-14.09:41:45	155.519	2694.08	0.047892	5.7224
2019-10-14.09:41:46	154.023	2706.09	0.0865617	8.97077
2019-10-14.09:41:47	150.903	2726.22	0.0567037	12.0506
2019-10-14.09:41:48	146.396	2753.18	0.0168591	14.8021
2019-10-14.09:41:49	140.791	2785.17	0.0260857	17.0847
2019-10-14.09:41:50	134.418	2820.16	0.0431573	18.7621
2019-10-14.09:41:51	127.661	2856.01	0.0168276	19.7037
2019-10-14.09:41:52	120.969	2890.68	-0.0345914	19.8054
2019-10-14.09:41:53	114.807	2922.39	-0.0679866	18.9937
2019-10-14.09:41:54	109.639	2949.68	-0.0769909	17.2527
2019-10-14.09:41:55	105.906	2971.44	-0.0880667	14.6465
2019-10-14.09:41:56	103.968	2986.95	-0.120132	11.3474
2019-10-14.09:41:57	104.037	2995.85	-0.15875	7.65156
2019-10-14.09:41:58	106.114	2998.12	-0.166194	3.94615
2019-10-14.09:41:59	109.982	2994.09	-0.118693	0.62552
2019-10-14.09:42:00	115.244	2984.5	-0.0397478	-1.99234
2019-10-14.09:42:01	121.39	2970.47	0.014396	-3.71587
2019-10-14.09:42:02	127.882	2953.52	0.0177117	-4.4876
2019-10-14.09:42:03	134.213	2935.44	0.008408	-4.35413
2019-10-14.09:42:04	139.935	2918.21	0.030377	-3.42033
2019-10-14.09:42:05	144.665	2903.78	0.0623854	-1.83181
2019-10-14.09:42:06	148.146	2893.86	0.0610537	0.260928
2019-10-14.09:42:07	150.217	2889.83	0.0415395	2.69892
2019-10-14.09:42:08	150.806	2892.5	0.0426056	5.32565
2019-10-14.09:42:09	149.93	2902.13	0.0548042	7.98958
2019-10-14.09:42:10	147.692	2918.36	0.0482819	10.5451
2019-10-14.09:42:11	144.264	2940.31	0.0297988	12.8557
2019-10-14.09:42:12	139.881	2966.69	0.022124	14.795
2019-10-14.09:42:13	134.813	2995.94	0.0216457	16.2437
2019-10-14.09:42:14	129.377	3026.36	0.0088055	17.0955
2019-10-14.09:42:15	123.94	3056.29	-0.0178118	17.2703
2019-10-14.09:42:16	118.879	3084.21	-0.04408	16.7167
2019-10-14.09:42:17	114.572	3108.85	-0.062351	15.4285
