DateTime	AltitudeTape:altitude	AirspeedTape:airspeed	HeadingIndicator:heading	AttitudeIndicator:roll
[State]	Standing
2019-10-11.15:17:26	77.7598	2071.79	8.91924	13.148
[State]	Cruise
2019-10-11.15:17:27	78.0983	2072.24	5.22193	13.2121
2019-10-11.15:17:28	78.3316	2073.77	-1.68603	13.1303
2019-10-11.15:17:29	78.0041	2076.36	-7.67193	14.812
2019-10-11.15:17:30	77.3387	2079.48	-5.75155	14.7521
2019-10-11.15:17:31	77.0387	2082.58	-0.585549	13.0542
2019-10-11.15:17:32	77.2186	2084.84	2.88698	12.4703
2019-10-11.15:17:33	77.5287	2085.97	6.24784	12.5972
2019-10-11.15:17:34	77.9425	2086.34	9.78699	13.4742
2019-10-11.15:17:35	78.2163	2087.14	2.24345	12.8551
2019-10-11.15:17:36	78.3065	2089.11	-4.06075	13.8122
2019-10-11.15:17:37	77.7679	2091.99	-7.96705	15.1452
2019-10-11.15:17:38	77.1539	2095.17	-3.47759	14.0381
2019-10-11.15:17:39	77.1175	2098.02	0.928547	12.6533
2019-10-11.15:17:40	77.3412	2099.83	4.13491	12.4592
2019-10-11.15:17:41	77.7132	2100.56	7.9372	12.9302
2019-10-11.15:17:42	78.0871	2100.9	6.87572	13.4055
2019-10-11.15:17:43	78.3422	2102.19	-0.409962	12.9056
2019-10-11.15:17:44	78.1611	2104.57	-6.41268	14.5233
2019-10-11.15:17:45	77.5116	2107.62	-6.88931	14.9978
2019-10-11.15:17:46	77.078	2110.77	-1.4817	13.3321
2019-10-11.15:17:47	77.214	2113.25	2.24536	12.4831
2019-10-11.15:17:48	77.4907	2114.6	5.48097	12.4922
2019-10-11.15:17:49	77.8997	2115.04	9.90263	13.3108
2019-10-11.15:17:50	78.2037	2115.62	3.73448	12.9919
2019-10-11.15:17:51	78.3855	2117.36	-2.84982	13.4108
2019-10-11.15:17:52	77.9436	2120.1	-8.59224	14.9963
2019-10-11.15:17:53	77.2883	2123.24	-4.64006	14.4096
2019-10-11.15:17:54	77.125	2126.22	0.181693	12.813
2019-10-11.15:17:55	77.3262	2128.26	3.49163	12.4472
2019-10-11.15:17:56	77.6675	2129.17	7.04052	12.7263
2019-10-11.15:17:57	78.0685	2129.48	8.49858	13.4972
2019-10-11.15:17:58	78.3271	2130.51	0.903866	12.8043
2019-10-11.15:17:59	78.2972	2132.67	-5.21005	14.1695
2019-10-11.15:18:00	77.6907	2135.64	-7.50072	15.1232
2019-10-11.15:18:01	77.1513	2138.81	-2.45186	13.6576
2019-10-11.15:18:02	77.2138	2141.47	1.59666	12.5296
2019-10-11.15:18:03	77.4614	2143.04	4.784	12.4477
2019-10-11.15:18:04	77.8552	2143.6	8.88394	13.1119
2019-10-11.15:18:05	78.1941	2144.02	5.27606	13.1921
2019-10-11.15:18:06	78.4289	2145.53	-1.64787	13.09
2019-10-11.15:18:07	78.107	2148.09	-7.63205	14.7741
2019-10-11.15:18:08	77.4426	2151.18	-5.79735	14.7316
2019-10-11.15:18:09	77.1388	2154.25	-0.613754	13.0305
2019-10-11.15:18:10	77.3183	2156.5	2.87405	12.4413
2019-10-11.15:18:11	77.6265	2157.62	6.23609	12.5673
2019-10-11.15:18:12	78.0394	2157.96	9.80794	13.4445
2019-10-11.15:18:13	78.313	2158.74	2.26897	12.8275
2019-10-11.15:18:14	78.4056	2160.68	-4.04031	13.7743
2019-10-11.15:18:15	77.8692	2163.54	-8.00095	15.1143
2019-10-11.15:18:16	77.2551	2166.69	-3.5011	14.0135
2019-10-11.15:18:17	77.2177	2169.52	0.920229	12.624
2019-10-11.15:18:18	77.4408	2171.31	4.13427	12.4322
2019-10-11.15:18:19	77.8113	2172.02	7.9381	12.9013
2019-10-11.15:18:20	78.1842	2172.34	6.86247	13.3769
2019-10-11.15:18:21	78.4392	2173.6	-0.425147	12.8758
2019-10-11.15:18:22	78.2583	2175.96	-6.42774	14.4957
2019-10-11.15:18:23	77.6094	2178.99	-6.88247	14.9651
2019-10-11.15:18:24	77.178	2182.12	-1.47412	13.2968
2019-10-11.15:18:25	77.3153	2184.57	2.25958	12.4526
2019-10-11.15:18:26	77.5919	2185.89	5.5033	12.4669
2019-10-11.15:18:27	78	2186.31	9.9278	13.2875
2019-10-11.15:18:28	78.3021	2186.88	3.67803	12.9571
2019-10-11.15:18:29	78.482	2188.6	-2.89913	13.3916
2019-10-11.15:18:30	78.0375	2191.32	-8.5908	14.9738
2019-10-11.15:18:31	77.3838	2194.44	-4.60008	14.3634
2019-10-11.15:18:32	77.2266	2197.39	0.214527	12.7737
2019-10-11.15:18:33	77.429	2199.39	3.52847	12.4189
2019-10-11.15:18:34	77.7708	2200.28	7.09286	12.7082
2019-10-11.15:18:35	78.1696	2200.57	8.40486	13.4679
2019-10-11.15:18:36	78.4272	2201.58	0.817634	12.7763
2019-10-11.15:18:37	78.3897	2203.73	-5.28831	14.1615
2019-10-11.15:18:38	77.7805	2206.68	-7.48743	15.0878
2019-10-11.15:18:39	77.248	2209.83	-2.39267	13.603
2019-10-11.15:18:40	77.3168	2212.46	1.64383	12.4938
2019-10-11.15:18:41	77.5659	2213.99	4.83987	12.422
2019-10-11.15:18:42	77.9598	2214.52	8.96679	13.0994
2019-10-11.15:18:43	78.2949	2214.93	5.14123	13.1461
2019-10-11.15:18:44	78.5267	2216.43	-1.756	13.0815
2019-10-11.15:18:45	78.1947	2218.98	-7.74239	14.7648
2019-10-11.15:18:46	77.5308	2222.05	-5.70022	14.6741
2019-10-11.15:18:47	77.2403	2225.1	-0.540122	12.9763
2019-10-11.15:18:48	77.4227	2227.3	2.93855	12.4115
2019-10-11.15:18:49	77.7331	2228.38	6.32153	12.553
2019-10-11.15:18:50	78.1444	2228.69	9.69029	13.428
2019-10-11.15:18:51	78.4147	2229.47	2.10078	12.7883
2019-10-11.15:18:52	78.4959	2231.42	-4.18477	13.7882
